0.00,-7.32,-7.32,53.52,-7.32,53.52,-7.32,53.52,-7.32,53.52,-7.32,53.52
-7.32,-6.21,1.11,1.23,0.00,0.00,8.42,70.96,8.42,124.49,0.00,0.00
-6.21,5.46,11.66,136.03,0.00,0.00,10.56,111.41,10.56,235.90,0.00,0.00
5.46,-4.83,-10.29,105.86,-10.29,105.86,-21.95,481.89,-21.95,717.79,-21.95,481.89
-4.83,-4.05,0.79,0.62,0.00,0.00,11.07,122.66,11.07,840.44,0.00,0.00
-4.05,1.72,5.76,33.21,0.00,0.00,4.98,24.77,4.98,865.21,0.00,0.00
1.72,-4.61,-6.33,40.07,-6.33,40.07,-12.09,146.24,-12.09,1011.45,-12.09,146.24
-4.61,2.50,7.11,50.62,0.00,0.00,13.44,180.77,13.44,1192.22,0.00,0.00
2.50,-3.02,-5.52,30.51,-5.52,30.51,-12.64,159.74,-12.64,1351.97,-12.64,159.74
-3.02,-6.58,-3.56,12.65,-3.56,12.65,1.97,3.87,1.97,1355.83,0.00,0.00
-6.58,0.28,6.86,47.11,0.00,0.00,10.42,108.60,10.42,1464.43,0.00,0.00
0.28,-3.43,-3.72,13.82,-3.72,13.82,-10.58,111.96,-10.58,1576.39,-10.58,111.96
-3.43,-6.48,-3.05,9.30,-3.05,9.30,0.67,0.45,0.67,1576.84,0.00,0.00
-6.48,0.60,7.08,50.18,0.00,0.00,10.13,102.68,10.13,1679.51,0.00,0.00
0.60,-0.58,-1.18,1.39,-1.18,1.39,-8.26,68.26,-8.26,1747.77,-8.26,68.26
-0.58,-2.62,-2.04,4.18,-2.04,4.18,-0.87,0.75,-0.87,1748.52,-0.87,0.75
-2.62,-0.05,2.57,6.60,0.00,0.00,4.61,21.28,4.61,1769.80,0.00,0.00
-0.05,-6.27,-6.22,38.68,-6.22,38.68,-8.79,77.23,-8.79,1847.03,-8.79,77.23
-6.27,0.43,6.70,44.93,0.00,0.00,12.92,166.98,12.92,2014.01,0.00,0.00
0.43,-1.81,-2.25,5.04,-2.25,5.04,-8.95,80.07,-8.95,2094.08,-8.95,80.07
-1.81,-11.63,-9.82,96.41,-9.82,96.41,-7.57,57.37,-7.57,2151.44,-7.57,57.37
-11.63,-3.45,8.18,66.90,0.00,0.00,18.00,323.93,18.00,2475.37,0.00,0.00
-3.45,-3.40,0.05,0.00,0.00,0.00,-8.13,66.08,-8.13,2541.45,-8.13,66.08
-3.40,-9.40,-6.00,36.02,-6.00,36.02,-6.05,36.63,-6.05,2578.08,-6.05,36.63
-9.40,-3.85,5.55,30.82,0.00,0.00,11.55,133.49,11.55,2711.57,0.00,0.00
-3.85,-3.50,0.35,0.12,0.00,0.00,-5.20,27.07,-5.20,2738.64,-5.20,27.07
-3.50,-9.08,-5.58,31.09,-5.58,31.09,-5.93,35.11,-5.93,2773.75,-5.93,35.11
-9.08,-6.51,2.57,6.59,0.00,0.00,8.14,66.32,8.14,2840.07,0.00,0.00
-6.51,-10.49,-3.97,15.79,-3.97,15.79,-6.54,42.80,-6.54,2882.87,-6.54,42.80
-10.49,-6.92,3.56,12.69,0.00,0.00,7.54,56.81,7.54,2939.68,0.00,0.00
-6.92,-1.20,5.72,32.71,0.00,0.00,2.16,4.65,2.16,2944.33,0.00,0.00
-1.20,-10.45,-9.25,85.56,-9.25,85.56,-14.97,224.07,-14.97,3168.40,-14.97,224.07
-10.45,-3.73,6.72,45.17,0.00,0.00,15.97,255.07,15.97,3423.47,0.00,0.00
-3.73,-0.30,3.44,11.81,0.00,0.00,-3.29,10.79,-3.29,3434.26,-3.29,10.79
-0.30,-10.49,-10.19,103.82,-10.19,103.82,-13.63,185.64,-13.63,3619.90,-13.63,185.64
-10.49,-6.35,4.13,17.07,0.00,0.00,14.32,205.09,14.32,3824.99,0.00,0.00
-6.35,-2.00,4.35,18.94,0.00,0.00,0.22,0.05,0.22,3825.04,0.00,0.00
-2.00,-10.12,-8.12,65.93,-8.12,65.93,-12.47,155.55,-12.47,3980.59,-12.47,155.55
-10.12,-6.63,3.49,12.21,0.00,0.00,11.61,134.89,11.61,4115.48,0.00,0.00
-6.63,-5.43,1.20,1.44,0.00,0.00,-2.29,5.26,-2.29,4120.74,-2.29,5.26
-5.43,-7.18,-1.75,3.07,-1.75,3.07,-2.95,8.72,-2.95,4129.46,-2.95,8.72
-7.18,-0.35,6.83,46.59,0.00,0.00,8.58,73.58,8.58,4203.04,0.00,0.00
-0.35,-8.11,-7.76,60.16,-7.76,60.16,-14.58,212.63,-14.58,4415.67,-14.58,212.63
-8.11,-10.02,-1.91,3.64,-1.91,3.64,5.85,34.20,5.85,4449.87,0.00,0.00
-10.02,-3.32,6.70,44.86,0.00,0.00,8.61,74.06,8.61,4523.93,0.00,0.00
-3.32,-7.49,-4.17,17.36,-4.17,17.36,-10.86,118.05,-10.86,4641.98,-10.86,118.05
-7.49,-9.09,-1.61,2.58,-1.61,2.58,2.56,6.56,2.56,4648.54,0.00,0.00
-9.09,-1.96,7.13,50.88,0.00,0.00,8.74,76.37,8.74,4724.91,0.00,0.00
-1.96,-3.03,-1.07,1.14,-1.07,1.14,-8.20,67.22,-8.20,4792.14,-8.20,67.22
-3.03,-5.34,-2.32,5.38,-2.32,5.38,-1.25,1.57,-1.25,4793.71,-1.25,1.57
-5.34,-1.43,3.91,15.29,0.00,0.00,6.23,38.81,6.23,4832.52,0.00,0.00
