-6.07,0.04,0.00,0,1,0.00
-6.14,-0.06,0.00,0,1,0.00
-6.04,0.10,0.01,0,1,0.00
-6.06,-0.02,0.00,0,1,0.00,0.69,0.69,0.47,0,0,0.00
0.54,-0.15,0.02,0,0,0.00
1.05,0.51,0.26,0,0,0.00
1.56,0.51,0.26,0,0,0.00
1.46,-0.10,0.01,0,0,0.00
1.68,0.22,0.05,0,0,0.00
1.60,-0.09,0.01,0,0,0.00
1.29,-0.30,0.09,0,0,0.00
1.51,0.22,0.05,0,0,0.00
1.46,-0.06,0.00,0,0,0.00
1.50,0.04,0.00,0,0,0.00
1.53,0.03,0.00,0,0,0.00
1.67,0.14,0.02,0,0,0.00
1.40,-0.27,0.07,0,0,0.00
1.39,-0.01,0.00,0,0,0.00
1.59,0.20,0.04,0,0,0.00
1.49,-0.10,0.01,0,0,0.00
1.43,-0.07,0.00,0,0,0.00
1.58,0.15,0.02,0,0,0.00
1.56,-0.02,0.00,0,0,0.00
1.54,-0.02,0.00,0,0,0.00
1.63,0.09,0.01,0,0,0.00
1.56,-0.07,0.01,0,0,0.00
1.47,-0.08,0.01,0,0,0.00
1.42,-0.05,0.00,0,0,0.00
1.53,0.11,0.01,0,0,0.00
1.69,0.16,0.03,0,0,0.00
1.54,-0.15,0.02,0,0,0.00
1.49,-0.05,0.00,0,0,0.00
1.50,0.01,0.00,0,0,0.00
1.49,-0.01,0.00,0,0,0.00
1.54,0.06,0.00,0,0,0.00
1.65,0.10,0.01,0,0,0.00
1.61,-0.04,0.00,0,0,0.00
1.41,-0.20,0.04,0,0,0.00
1.49,0.08,0.01,0,0,0.00
1.52,0.02,0.00,0,0,0.00
1.55,0.04,0.00,0,0,0.00
1.46,-0.09,0.01,0,0,0.00
1.64,0.18,0.03,0,0,0.00
1.40,-0.24,0.06,0,0,0.00
1.52,0.11,0.01,0,0,0.00
1.53,0.02,0.00,0,0,0.00
1.52,-0.01,0.00,0,0,0.00
1.30,-0.22,0.05,0,0,0.00
1.30,0.00,0.00,0,0,0.00
1.57,0.27,0.07,0,0,0.00
1.53,-0.04,0.00,0,0,0.00
1.55,0.02,0.00,0,0,0.00
1.54,-0.01,0.00,0,0,0.00
1.55,0.00,0.00,0,0,0.00
1.39,-0.15,0.02,0,0,0.00
1.45,0.06,0.00,0,0,0.00
1.37,-0.08,0.01,0,0,0.00
1.43,0.06,0.00,0,0,0.00
1.51,0.08,0.01,0,0,0.00
1.51,-0.00,0.00,0,0,0.00
1.50,-0.01,0.00,0,0,0.00
1.47,-0.03,0.00,0,0,0.00
1.51,0.04,0.00,0,0,0.00
1.53,0.02,0.00,0,0,0.00
1.43,-0.10,0.01,0,0,0.00
1.35,-0.08,0.01,0,0,0.00
1.45,0.10,0.01,0,0,0.00
1.50,0.06,0.00,0,0,0.00
1.43,-0.08,0.01,0,0,0.00
1.15,-0.28,0.08,0,0,0.00
1.39,0.24,0.06,0,0,0.00
1.47,0.08,0.01,0,0,0.00
1.45,-0.02,0.00,0,0,0.00
1.59,0.14,0.02,0,0,0.00
1.42,-0.17,0.03,0,0,0.00
1.25,-0.17,0.03,0,0,0.00
1.49,0.24,0.06,0,0,0.00
1.39,-0.09,0.01,0,0,0.00
1.33,-0.06,0.00,0,0,0.00
1.31,-0.02,0.00,0,0,0.00
1.39,0.08,0.01,0,0,0.00
1.21,-0.18,0.03,0,0,0.00
1.33,0.12,0.01,0,0,0.00
1.46,0.12,0.01,0,0,0.00
1.25,-0.21,0.04,0,0,0.00
1.17,-0.08,0.01,0,0,0.00
1.53,0.36,0.13,0,0,0.00
1.15,-0.38,0.14,0,0,0.00
1.16,0.02,0.00,0,0,0.00
1.26,0.09,0.01,0,0,0.00
1.02,-0.23,0.05,0,0,0.00
1.22,0.20,0.04,0,0,0.00
1.37,0.14,0.02,0,0,0.00
1.12,-0.24,0.06,0,0,0.00
1.26,0.14,0.02,0,0,0.00
1.32,0.06,0.00,0,0,0.00
1.13,-0.19,0.04,0,0,0.00
1.36,0.23,0.05,0,0,0.00
1.25,-0.11,0.01,0,0,0.00
1.34,0.10,0.01,0,0,0.00
1.19,-0.15,0.02,0,0,0.00
1.29,0.10,0.01,0,0,0.00
1.20,-0.10,0.01,0,0,0.00
1.30,0.11,0.01,0,0,0.00
1.42,0.12,0.01,0,0,0.00
1.20,-0.23,0.05,0,0,0.00
1.27,0.07,0.00,0,0,0.00
1.36,0.10,0.01,0,0,0.00
1.15,-0.21,0.04,0,0,0.00
1.24,0.09,0.01,0,0,0.00
1.25,0.01,0.00,0,0,0.00
1.03,-0.23,0.05,0,0,0.00
1.38,0.35,0.12,0,0,0.00
1.38,-0.00,0.00,0,0,0.00
1.33,-0.05,0.00,0,0,0.00
1.53,0.20,0.04,0,0,0.00
1.36,-0.17,0.03,0,0,0.00
1.30,-0.06,0.00,0,0,0.00
1.55,0.25,0.06,0,0,0.00
1.35,-0.20,0.04,0,0,0.00
1.41,0.06,0.00,0,0,0.00
1.28,-0.13,0.02,0,0,0.00
1.29,0.00,0.00,0,0,0.00
1.29,0.01,0.00,0,0,0.00
1.24,-0.05,0.00,0,0,0.00
1.35,0.11,0.01,0,0,0.00
1.33,-0.02,0.00,0,0,0.00
1.36,0.03,0.00,0,0,0.00
1.44,0.08,0.01,0,0,0.00
1.26,-0.18,0.03,0,0,0.00
1.22,-0.04,0.00,0,0,0.00
1.27,0.06,0.00,0,0,0.00
1.26,-0.02,0.00,0,0,0.00
1.20,-0.06,0.00,0,0,0.00
1.23,0.03,0.00,0,0,0.00
1.24,0.01,0.00,0,0,0.00
1.31,0.06,0.00,0,0,0.00
1.39,0.08,0.01,0,0,0.00
1.44,0.05,0.00,0,0,0.00
1.32,-0.12,0.01,0,0,0.00
1.25,-0.07,0.00,0,0,0.00
1.31,0.06,0.00,0,0,0.00
1.40,0.08,0.01,0,0,0.00
1.40,0.00,0.00,0,0,0.00
1.29,-0.11,0.01,0,0,0.00
1.32,0.03,0.00,0,0,0.00
1.32,-0.00,0.00,0,0,0.00
1.44,0.12,0.01,0,0,0.00
1.44,0.00,0.00,0,0,0.00
1.34,-0.11,0.01,0,0,0.00
1.46,0.12,0.01,0,0,0.00
1.40,-0.06,0.00,0,0,0.00
1.37,-0.03,0.00,0,0,0.00
1.57,0.21,0.04,0,0,0.00
1.34,-0.23,0.05,0,0,0.00
1.33,-0.01,0.00,0,0,0.00
1.64,0.31,0.09,0,0,0.00
1.18,-0.46,0.21,0,0,0.00
1.50,0.32,0.10,0,0,0.00
1.34,-0.16,0.03,0,0,0.00
1.25,-0.09,0.01,0,0,0.00
1.43,0.18,0.03,0,0,0.00
1.28,-0.14,0.02,0,0,0.00
1.38,0.10,0.01,0,0,0.00
1.19,-0.19,0.04,0,0,0.00
1.23,0.04,0.00,0,0,0.00
1.32,0.09,0.01,0,0,0.00
1.23,-0.09,0.01,0,0,0.00
1.48,0.26,0.07,0,0,0.00
1.57,0.08,0.01,0,0,0.00
1.39,-0.17,0.03,0,0,0.00
1.56,0.17,0.03,0,0,0.00
1.47,-0.10,0.01,0,0,0.00
1.30,-0.16,0.03,0,0,0.00
1.43,0.13,0.02,0,0,0.00
1.44,0.01,0.00,0,0,0.00
1.31,-0.14,0.02,0,0,0.00
1.33,0.02,0.00,0,0,0.00
1.45,0.13,0.02,0,0,0.00
1.32,-0.13,0.02,0,0,0.00
1.37,0.05,0.00,0,0,0.00
1.51,0.14,0.02,0,0,0.00
1.22,-0.29,0.08,0,0,0.00
1.37,0.15,0.02,0,0,0.00
1.42,0.05,0.00,0,0,0.00
