1.00, 1.00, 1.01, 0, 0, 0.00
0.93, -0.07, 0.01, 0, 0, 0.00
1.01, 0.08, 0.01, 0, 0, 0.00
1.54, 0.53, 0.28, 0, 0, 0.00
1.60, 0.05, 0.00, 0, 0, 0.00
2.20, 0.60, 0.36, 0, 0, 0.00
2.41, 0.21, 0.05, 0, 0, 0.00
2.48, 0.07, 0.01, 0, 0, 0.00
2.55, 0.07, 0.00, 0, 0, 0.00
2.31, -0.24, 0.06, 0, 0, 0.00
2.58, 0.27, 0.07, 0, 0, 0.00
2.90, 0.32, 0.10, 0, 0, 0.00
3.35, 0.45, 0.20, 0, 0, 0.00
3.83, 0.48, 0.23, 0, 0, 0.00
4.03, 0.20, 0.04, 0, 0, 0.00
4.05, 0.03, 0.00, 0, 0, 0.00
3.96, -0.09, 0.01, 0, 0, 0.00
4.02, 0.06, 0.00, 0, 0, 0.00
4.35, 0.33, 0.11, 0, 0, 0.00
4.78, 0.43, 0.18, 0, 0, 0.00
5.24, 0.47, 0.22, 0, 0, 0.00
5.42, 0.18, 0.03, 0, 0, 0.00
5.51, 0.09, 0.01, 0, 0, 0.00
5.62, 0.10, 0.01, 0, 0, 0.00
5.55, -0.07, 0.00, 0, 0, 0.00
11.86, 6.31, 39.77, 1, 1, 39.77
44.77, 32.91, 1083.40, 1, 1, 1123.16
67.12, 22.34, 499.21, 1, 1, 1622.37
91.96, 24.84, 617.03, 1, 1, 2239.40
123.43, 31.47, 990.36, 1, 1, 3229.76
156.64, 33.21, 1102.90, 1, 1, 4332.66
171.52, 14.88, 221.41, 1, 1, 4554.08
167.99, -3.53, 12.45, 0, 1, 0.00
153.93, -14.06, 197.54, 1, 0, 197.54
116.67, -37.27, 1388.75, 1, 0, 1586.30
62.20, -54.47, 2966.98, 1, 0, 4553.28
15.05, -47.15, 2223.22, 1, 0, 6776.50
9.81, -5.24, 27.45, 1, 0, 6803.94
9.34, -0.47, 0.22, 1, 0, 6804.17
8.88, -0.46, 0.21, 1, 0, 6804.38
8.57, -0.31, 0.09, 1, 0, 6804.47
8.24, -0.33, 0.11, 1, 0, 6804.58
7.60, -0.64, 0.41, 1, 0, 6804.99
7.03, -0.58, 0.33, 1, 0, 6805.32
6.45, -0.57, 0.33, 1, 0, 6805.65
6.17, -0.29, 0.08, 1, 0, 6805.73
6.05, -0.12, 0.01, 1, 0, 6805.74
5.88, -0.16, 0.03, 1, 0, 6805.77
5.39, -0.49, 0.24, 1, 0, 6806.01
5.06, -0.33, 0.11, 1, 0, 6806.12
5.07, 0.01, 0.00, 0, 0, 0.00
4.01, -1.07, 1.14, 0, 0, 0.00
3.66, -0.34, 0.12, 0, 0, 0.00
3.77, 0.11, 0.01, 0, 0, 0.00
3.92, 0.15, 0.02, 0, 0, 0.00
4.28, 0.36, 0.13, 0, 0, 0.00
4.78, 0.49, 0.24, 0, 0, 0.00
5.26, 0.49, 0.24, 0, 0, 0.00
5.51, 0.25, 0.06, 0, 0, 0.00
5.68, 0.17, 0.03, 0, 0, 0.00
5.82, 0.13, 0.02, 0, 0, 0.00
5.86, 0.04, 0.00, 0, 0, 0.00
9.77, 3.91, 15.29, 0, 0, 0.00
39.21, 29.44, 866.83, 1, 1, 866.83
65.31, 26.09, 680.90, 1, 1, 1547.73
90.41, 25.10, 630.21, 1, 1, 2177.94
122.76, 32.35, 1046.72, 1, 1, 3224.66
153.99, 31.23, 975.31, 1, 1, 4199.97
157.97, 3.97, 15.79, 1, 1, 4215.76
149.95, -8.02, 64.27, 0, 1, 0.00
121.56, -28.39, 806.05, 1, 0, 806.05
71.63, -49.93, 2492.60, 1, 0, 3298.65
19.35, -52.28, 2733.41, 1, 0, 6032.06
9.51, -9.85, 96.96, 1, 0, 6129.03
8.81, -0.69, 0.48, 1, 0, 6129.51
8.49, -0.32, 0.10, 1, 0, 6129.61
8.15, -0.34, 0.12, 1, 0, 6129.73
7.78, -0.37, 0.14, 1, 0, 6129.87
7.25, -0.53, 0.28, 1, 0, 6130.15
6.51, -0.74, 0.55, 1, 0, 6130.69
5.79, -0.71, 0.51, 1, 0, 6131.20
5.53, -0.27, 0.07, 1, 0, 6131.27
5.32, -0.20, 0.04, 1, 0, 6131.32
5.07, -0.26, 0.07, 1, 0, 6131.38
4.64, -0.43, 0.18, 1, 0, 6131.57
4.14, -0.49, 0.24, 1, 0, 6131.81
3.57, -0.57, 0.32, 1, 0, 6132.13
3.03, -0.54, 0.30, 1, 0, 6132.43
2.54, -0.49, 0.24, 1, 0, 6132.67
2.35, -0.19, 0.04, 1, 0, 6132.70
2.25, -0.10, 0.01, 1, 0, 6132.71
1.91, -0.35, 0.12, 1, 0, 6132.83
1.46, -0.44, 0.20, 1, 0, 6133.03
0.85, -0.62, 0.38, 1, 0, 6133.41
0.08, -0.77, 0.59, 1, 0, 6134.00
-0.40, -0.48, 0.23, 1, 0, 6134.23
-0.79, -0.39, 0.15, 1, 0, 6134.39
-0.99, -0.20, 0.04, 1, 0, 6134.42
-1.23, -0.24, 0.06, 1, 0, 6134.48
-1.78, -0.56, 0.31, 1, 0, 6134.79
-2.52, -0.74, 0.54, 1, 0, 6135.33
-3.35, -0.83, 0.69, 1, 0, 6136.02
-3.92, -0.57, 0.32, 1, 0, 6136.34
-4.44, -0.52, 0.27, 1, 0, 6136.61
-4.74, -0.30, 0.09, 1, 0, 6136.70
-4.97, -0.24, 0.06, 1, 0, 6136.76
-5.39, -0.41, 0.17, 1, 0, 6136.93
-6.07, -0.68, 0.47, 1, 0, 6137.39
-6.74, -0.67, 0.45, 1, 0, 6137.85
-7.42, -0.67, 0.45, 1, 0, 6138.30
-7.90, -0.48, 0.23, 1, 0, 6138.53
-8.12, -0.22, 0.05, 1, 0, 6138.58
-8.46, -0.34, 0.12, 1, 0, 6138.70
-8.72, -0.26, 0.07, 1, 0, 6138.77
-9.21, -0.49, 0.24, 1, 0, 6139.00
-9.83, -0.62, 0.39, 1, 0, 6139.39
-10.43, -0.60, 0.36, 1, 0, 6139.75
-10.99, -0.56, 0.31, 1, 0, 6140.07
