0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
1 3 0 2 1 3 0 2,
0 2 0 2 -1 -3 -1 -3,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
0 2 0 2 0 2 0 2,
